membership_id,first_name,last_name,email,mobile_no,date_of_birth,above_18,filename,badRecord,comments
"",Justin,Kemp,Justin_Kemp@morton.biz,9080065,19961228,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <28-12-1996> formatted as <1996-12-28> | email validation Success
"",Sean,Roach,Sean_Roach@campbell-boyd.info,3135252,19930805,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <08/05/1993> formatted as <1993-08-05> | email validation Failed
"",Jeffery,Steele,Jeffery_Steele@gutierrez.com,449853,19790522,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1979/05/22> formatted as <1979-05-22> | email validation Success
"",Albert,Sellers,Albert_Sellers@gonzalez.com,9135232,20120827,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <08/27/2012> formatted as <2012-08-27> | email validation Success
"",Jennifer,Snyder,Jennifer_Snyder@allen-hernandez.com,4231046,19940805,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1994/08/05> formatted as <1994-08-05> | email validation Success
"",Gabrielle,Brown,Gabrielle_Brown@curtis.org,6128914,19980626,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <06/26/1998> formatted as <1998-06-26> | email validation Failed
"",Devon,Ramsey,Devon_Ramsey@wilson-sanchez.info,181269,20050803,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <2005-08-03> formatted as <2005-08-03> | email validation Failed
"",Linda,Palmer,Linda_Palmer@collins-garrett.com,66506,20120120,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <01/20/2012> formatted as <2012-01-20> | email validation Success
"",Laura,Vargas,Laura_Vargas@myers.net,44031,19510629,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1951-06-29> formatted as <1951-06-29> | email validation Failed
"",Felicia,Stewart,Felicia_Stewart@castaneda-hines.com,764061,19500624,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <24-06-1950> formatted as <1950-06-24> | email validation Success
"",Antonio,Lewis,Antonio_Lewis@robinson-sullivan.info,7496112,20181103,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <11/03/2018> formatted as <2018-11-03> | email validation Failed
"",Andrew,Nielsen,Andrew_Nielsen@cole.com,287115,19821113,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <11/13/1982> formatted as <1982-11-13> | email validation Success
"",Lindsay,Carpenter,Lindsay_Carpenter@hernandez.info,25691,19620308,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1962-03-08> formatted as <1962-03-08> | email validation Failed
"",Chris,Stewart,Chris_Stewart@lyons.net,619833,20041109,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <2004-11-09> formatted as <2004-11-09> | email validation Failed
"",Robert,Moore,Robert_Moore@collins.com,1399812,19500317,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <03/17/1950> formatted as <1950-03-17> | email validation Success
"",Timothy,Ray,Timothy_Ray@torres.biz,353613,19620127,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <27-01-1962> formatted as <1962-01-27> | email validation Success
"",Scott,Day,Scott_Day@robinson.info,32726,20170727,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <07/27/2017> formatted as <2017-07-27> | email validation Failed
"",Nathaniel,Armstrong,Nathaniel_Armstrong@williams-medina.net,50026,19601004,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1960/10/04> formatted as <1960-10-04> | email validation Failed
"",Amanda,Brown,Amanda_Brown@martinez.com,36636,20100418,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <18-04-2010> formatted as <2010-04-18> | email validation Success
"",Kim,Howell,Kim_Howell@rice-avery.biz,4811794,20090201,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <02/01/2009> formatted as <2009-02-01> | email validation Success
"",Kristin,Lindsey,Kristin_Lindsey@dennis.com,73341,19630702,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1963-07-02> formatted as <1963-07-02> | email validation Success
"",Erin,Flowers,Erin_Flowers@smith.com,962571,20070703,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <2007-07-03> formatted as <2007-07-03> | email validation Success
"",Jennifer,Burke,Jennifer_Burke@sampson-davis.com,9728258,19811009,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <10/09/1981> formatted as <1981-10-09> | email validation Success
"",Kelly,Douglas,Kelly_Douglas@walton.com,2470602,19881104,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1988-11-04> formatted as <1988-11-04> | email validation Success
"",Nancy,Marshall,Nancy_Marshall@wood.net,7573700,19720620,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1972/06/20> formatted as <1972-06-20> | email validation Failed
"",Jorge,Johnson,Jorge_Johnson@sanchez.com,66181,19670224,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1967-02-24> formatted as <1967-02-24> | email validation Success
"",Amy,French,Amy_French@castro.com,290895,20050509,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <05/09/2005> formatted as <2005-05-09> | email validation Success
"",Virginia,Chambers,Virginia_Chambers@lewis.com,1259959,19820204,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1982/02/04> formatted as <1982-02-04> | email validation Success
"",Mary,Pollard,Mary_Pollard@francis.com,977979,19850921,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <21-09-1985> formatted as <1985-09-21> | email validation Success
"",Edward,Norris,Edward_Norris@harris-long.info,820179,20101014,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <10/14/2010> formatted as <2010-10-14> | email validation Failed
"",Deborah,Bailey,Deborah_Bailey@shaw.com,750429,19871223,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1987-12-23> formatted as <1987-12-23> | email validation Success
"",Jennifer,Jones,Jennifer_Jones@hall.org,20526,20110423,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <2011-04-23> formatted as <2011-04-23> | email validation Failed
"",Patrick,Gallagher,Patrick_Gallagher@higgins.com,391455,19861216,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1986/12/16> formatted as <1986-12-16> | email validation Success
"",Jonathan,Miller,Jonathan_Miller@rodgers-sanchez.info,4791452,19900302,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1990/03/02> formatted as <1990-03-02> | email validation Failed
"",Heather,Ballard,Heather_Ballard@armstrong.net,84416,19520125,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1952/01/25> formatted as <1952-01-25> | email validation Failed
"",Ashley,Soto,Ashley_Soto@yoder.com,76666,20061104,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <2006/11/04> formatted as <2006-11-04> | email validation Success
"",Elizabeth,Clark,Elizabeth_Clark@parker.net,17305399,20170826,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation Success | date value <2017/08/26> formatted as <2017-08-26> | email validation Failed
"",Patricia,Young,Patricia_Young@sims.biz,11131,20020728,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <2002/07/28> formatted as <2002-07-28> | email validation Success
"",Marisa,Campbell,Marisa_Campbell@wilkinson-scott.org,654831,19531209,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1953/12/09> formatted as <1953-12-09> | email validation Failed
"",Timothy,Davis,Timothy_Davis@johnson-brooks.com,8064414,19591017,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <10/17/1959> formatted as <1959-10-17> | email validation Success
"",Mitchell,Ibarra,Mitchell_Ibarra@cole.com,76251,19841030,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <10/30/1984> formatted as <1984-10-30> | email validation Success
"",Paul,Taylor,Paul_Taylor@allen-larson.net,13786,19551026,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <26-10-1955> formatted as <1955-10-26> | email validation Failed
"",Henry,Roach,Henry_Roach@newman.com,71356,19560614,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <06/14/1956> formatted as <1956-06-14> | email validation Success
"",Thomas,Mcclain,Thomas_Mcclain@shields.com,4416952,20140516,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <2014/05/16> formatted as <2014-05-16> | email validation Success
"",Paul,Stein,Paul_Stein@ramirez.org,1978278,19770708,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <07/08/1977> formatted as <1977-07-08> | email validation Failed
"",Susan,Christensen,Susan_Christensen@anderson.com,326721,19750504,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1975-05-04> formatted as <1975-05-04> | email validation Success
"",Crystal,Brown,Crystal_Brown@barnes.com,8176519,19730314,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1973/03/14> formatted as <1973-03-14> | email validation Success
"",Crystal,Lowe,Crystal_Lowe@andrews.com,598563,19941130,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1994/11/30> formatted as <1994-11-30> | email validation Success
"",Brian,Baker,Brian_Baker@martinez-jenkins.com,5431329,20000524,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <24-05-2000> formatted as <2000-05-24> | email validation Success
"",Molly,Fischer,Molly_Fischer@johnson-ramirez.com,34941,19871017,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1987/10/17> formatted as <1987-10-17> | email validation Success
"",Mark,Green,Mark_Green@lucas-barnes.com,68661,19680417,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <17-04-1968> formatted as <1968-04-17> | email validation Success
"",Karen,Davis,Karen_Davis@roy-jones.biz,4794070,19980930,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1998-09-30> formatted as <1998-09-30> | email validation Success
"",Joanna,Figueroa,Joanna_Figueroa@bowen-soto.com,52951,19570129,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1957-01-29> formatted as <1957-01-29> | email validation Success
"",Paula,Barker,Paula_Barker@melendez-hill.com,63086,19920525,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <25-05-1992> formatted as <1992-05-25> | email validation Success
"",Adam,White,Adam_White@doyle.com,86506,19990115,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1999/01/15> formatted as <1999-01-15> | email validation Success
"",Melinda,Fitzpatrick,Melinda_Fitzpatrick@davis.info,3211 3511,19620408,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation Success | date value <04/08/1962> formatted as <1962-04-08> | email validation Failed
"",Timothy,Clark,Timothy_Clark@richardson.com,3589755,20130613,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <2013-06-13> formatted as <2013-06-13> | email validation Success
"",Nathaniel,Wells,Nathaniel_Wells@morris.net,250749,19581219,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <12/19/1958> formatted as <1958-12-19> | email validation Failed
"",Cindy,Pitts,Cindy_Pitts@harris-craig.org,5364255,19860502,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <05/02/1986> formatted as <1986-05-02> | email validation Failed
"",Travis,Johnson,Travis_Johnson@miller-rivera.org,56146735,19960805,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation Success | date value <1996/08/05> formatted as <1996-08-05> | email validation Failed
"",Nichole,Townsend,Nichole_Townsend@romero.info,1175259,19970606,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1997-06-06> formatted as <1997-06-06> | email validation Failed
"",Jessica,Allen,Jessica_Allen@flynn.com,270669,19661031,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <31-10-1966> formatted as <1966-10-31> | email validation Success
"",Charles,Wright,Charles_Wright@wilson-huff.com,361641,20090421,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <21-04-2009> formatted as <2009-04-21> | email validation Success
"",Julie,Castillo,Julie_Castillo@dodson-park.biz,86306,19800109,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <01/09/1980> formatted as <1980-01-09> | email validation Success
"",Robert,Young,Robert_Young@bryan.biz,8980161,20010529,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <2001-05-29> formatted as <2001-05-29> | email validation Success
"",Randy,Bauer,Randy_Bauer@morgan.org,3405788,20120101,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <01/01/2012> formatted as <2012-01-01> | email validation Failed
"",Christopher,Bright,Christopher_Bright@campbell.biz,3823527,19661019,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <10/19/1966> formatted as <1966-10-19> | email validation Success
"",Maria,Reyes,Maria_Reyes@allen-kim.biz,22751,19890306,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <03/06/1989> formatted as <1989-03-06> | email validation Success
"",Christopher,Larson,Christopher_Larson@ross.info,73856,20000501,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <05-01-2000> formatted as <2000-05-01> | email validation Failed
"",Evan,Richardson,Evan_Richardson@patrick-cole.com,591963,19770627,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <27-06-1977> formatted as <1977-06-27> | email validation Success
"",Brittany,Salinas,Brittany_Salinas@garrison.com,4460492,19790417,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1979-04-17> formatted as <1979-04-17> | email validation Success
"",Theodore,Schultz,Theodore_Schultz@dunn.net,69146,20141112,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <2014/11/12> formatted as <2014-11-12> | email validation Failed
"",Allen,Hall,Allen_Hall@murphy.org,123687,19760113,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1976-01-13> formatted as <1976-01-13> | email validation Failed
"",Mark,Bailey,Mark_Bailey@greer-davis.com,20746,19880508,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1988/05/08> formatted as <1988-05-08> | email validation Success
"",Ashley,Barton,Ashley_Barton@hayes.com,554769,19890314,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1989-03-14> formatted as <1989-03-14> | email validation Success
"",Melissa,Reid,Melissa_Reid@weber.info,8472955,19730721,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <07/21/1973> formatted as <1973-07-21> | email validation Failed
"",Kevin,Frazier,Kevin_Frazier@prince.com,8583765,20091002,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <2009-10-02> formatted as <2009-10-02> | email validation Success
"",Jacqueline,Russell,Jacqueline_Russell@barrett.net,201495,19790521,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <05/21/1979> formatted as <1979-05-21> | email validation Failed
"",Jeremy,Davidson,Jeremy_Davidson@baker.com,9045282,20140424,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <04/24/2014> formatted as <2014-04-24> | email validation Success
"",Vincent,Taylor,Vincent_Taylor@taylor-rodriguez.net,6194315,19650716,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <07/16/1965> formatted as <1965-07-16> | email validation Failed
"",Daniel,Alexander,Daniel_Alexander@chang.info,1288155,19691209,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <12/09/1969> formatted as <1969-12-09> | email validation Failed
"",Katherine,Brooks,Katherine_Brooks@mora-hernandez.com,50836,19661111,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <11/11/1966> formatted as <1966-11-11> | email validation Success
"",Sarah,Carlson,Sarah_Carlson@morris.net,598389,20130808,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <08/08/2013> formatted as <2013-08-08> | email validation Failed
"",Stephen,Stafford,Stephen_Stafford@lambert.info,4399928,19530503,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <05/03/1953> formatted as <1953-05-03> | email validation Failed
"",Molly,Grant,Molly_Grant@porter.com,5299295,19650402,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <04/02/1965> formatted as <1965-04-02> | email validation Success
"",Vanessa,Chase,Vanessa_Chase@waters.com,4979822,20070510,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <05/10/2007> formatted as <2007-05-10> | email validation Success
"",Katrina,Miller,Katrina_Miller@anderson-dawson.biz,402705,19560525,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <25-05-1956> formatted as <1956-05-25> | email validation Success
"",Karen,Hancock,Karen_Hancock@brown.com,9030904,19880919,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <09/19/1988> formatted as <1988-09-19> | email validation Success
"",Raymond,Brooks,Raymond_Brooks@spencer.org,1951664,20070829,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <08/29/2007> formatted as <2007-08-29> | email validation Failed
"",Amanda,Reynolds,Amanda_Reynolds@barnes.com,26241,20161021,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <21-10-2016> formatted as <2016-10-21> | email validation Success
"",Sandra,Marquez,Sandra_Marquez@haynes.com,6355350,19930904,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1993-09-04> formatted as <1993-09-04> | email validation Success
"",Eric,Gregory,Eric_Gregory@wagner.com,5179343,19610616,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1961-06-16> formatted as <1961-06-16> | email validation Success
"",Mary,Allen,Mary_Allen@king-fisher.org,3142952,20101118,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <18-11-2010> formatted as <2010-11-18> | email validation Failed
"",Michael,Santos,Michael_Santos@ball-larson.com,40466,19930703,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <07/03/1993> formatted as <1993-07-03> | email validation Success
"",Ronnie,Ali,Ronnie_Ali@powell.com,240207,19980712,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <07/12/1998> formatted as <1998-07-12> | email validation Success
"",John,Richardson,John_Richardson@mccall.biz,816681,19660429,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <29-04-1966> formatted as <1966-04-29> | email validation Success
"",Joseph,Beasley,Joseph_Beasley@woods.org,816459,19890309,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1989/03/09> formatted as <1989-03-09> | email validation Failed
"",Kyle,Brown,Kyle_Brown@williams-benson.com,4034633,19870917,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1987-09-17> formatted as <1987-09-17> | email validation Success
"",Ruth,Ballard,Ruth_Ballard@byrd-schaefer.info,7480663,19940207,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1994/02/07> formatted as <1994-02-07> | email validation Failed
"",Michael,Bradley,Michael_Bradley@martin.org,2320284,19950729,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1995/07/29> formatted as <1995-07-29> | email validation Failed
"",Derek,Sandoval,Derek_Sandoval@hernandez-martinez.com,471009,19820407,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1982/04/07> formatted as <1982-04-07> | email validation Success
"",Kayla,Brown,Kayla_Brown@pierce.info,54681543,19891018,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation Success | date value <18-10-1989> formatted as <1989-10-18> | email validation Failed
"",Rodney,Harrison,Rodney_Harrison@johnson.com,9536472,19931127,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1993/11/27> formatted as <1993-11-27> | email validation Success
"",Whitney,Sims,Whitney_Sims@moreno-brewer.info,5640027,19920620,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1992-06-20> formatted as <1992-06-20> | email validation Failed
"",Carly,Wagner,Carly_Wagner@johnson.com,59171,19600614,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1960/06/14> formatted as <1960-06-14> | email validation Success
"",Steve,Gonzalez,Steve_Gonzalez@young.com,6214727,19761128,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1976-11-28> formatted as <1976-11-28> | email validation Success
"",David,Fisher,David_Fisher@davis.info,16961,19921009,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1992-10-09> formatted as <1992-10-09> | email validation Failed
"",Leonard,King,Leonard_King@keller.biz,20751,19770126,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1977-01-26> formatted as <1977-01-26> | email validation Success
